IDrespond,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Education,Occupation,Income,q1k,q2k,q3k,q4k,Q5K1,Q5K2,Q5K3,Q5K4,Q5K5,Q5K6,Q5K7,Q6K,Q7K,Q8K,Q9K,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q11C1,Q11C2,Q11C3,Q11C4,Q11C5,Q12C1,Q12C2,Q12C3,Q12C4,Q12C5,Q12C6,Q12C8,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q14C,Q15C1,Q15C2,Q15C3,Q15C4,Q15C5,Q15C6,Q16P1,Q16P2,Q16P3,Q16P4,Q16P5,Q17P1,Q17P2,Q17P3,Q17P4,Q17P5,Q18I1,Q18I2,Q18I3,Q18I4,Q22C1,Q22C2,Q22C3,Q22C4,Q22c5,Q22c6
QPVA23,0,103.7.196.2,100,327,1,04/10/2019,R_3GfcJgUz53dGqcI, , , , ,10.81419373,106.6437988,anonymous,EN,2,25,2,2,3,2,1,4,1,1,1,1,1,1,1, ,1,2,4,1,1,1,1,2,2,2,1,1,1,1,1,1,5,6,4,1,2,3,8,1,3,2,5,4,6,1, , , , , ,1,1, , , , ,1,1,1,2,3,5,5,4,5,5,1,2,3,4,6
QPVA24,0,103.7.196.2,100,358,1,04/10/2019,R_20MrZLMhAkWb9Gv, , , , ,10.81419373,106.6437988,anonymous,EN,1,27,2,2,3,1,1,3,2, , , , , ,1, ,2,1,4,1,2,2,2,2,2,2,2,1,3,1,1,1,2,4,1,3,5,6,8,3,2,4,1,5,6,3, , , , , ,1, , ,1, , ,2,2,2,1,2,4,4,4,4,2,1,3,4,5,6
QPVA25,0,103.7.196.2,100,360,1,04/10/2019,R_1JW2gEEXdGHusUs, , , , ,10.81419373,106.6437988,anonymous,EN,2,38,3,2,4,2,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1, , , , ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6
QPVA26,0,103.7.196.2,100,361,1,04/10/2019,R_1FDGGrJXY2nbmZf, , , , ,10.81419373,106.6437988,anonymous,EN,1,25,2,2,3,1,1,4,2,1,1, , ,1, , ,1,3,2,2,2,1,2,3,1,1,1,1,1,1,1,1,4,2,5,3,1,6,8,4,1,2,5,3,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,1,5,5,5,5,5,1,2,4,3,6
QPVA27,0,103.7.196.2,100,346,1,04/10/2019,R_1jrKXtgvrlaxaBT, , , , ,10.81419373,106.6437988,anonymous,VI,2,25,2,2,3,1,1,3,1,1,1,1,1,1,1, ,1,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,3,4,6,5,2,1,8,5,1,2,4,3,6,1,1,1,1,1,1, , , ,1, , ,2,2,2,2,2,4,4,4,4, , , , , , 
QPVA28,0,103.7.196.2,100,356,1,04/10/2019,R_20ZsPqRnhZqPYhl, , , , ,10.81419373,106.6437988,anonymous,EN,2,24,2,2,2,1,1,3,1,1,1,1,1,1,1, ,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,5,6,2,1,3,8,4,3,2,1,5,6,1, , , , ,1, ,1,1,1, , ,1,1,2,1,2,5,5,5,4,5,2,4,3,1,6
QPVA29,0,103.7.196.2,100,413,1,04/10/2019,R_3h0FZnJ1lCbipiO, , , , ,10.81419373,106.6437988,anonymous,EN,1,31,3,2,3,2,1,2,1,1,1, , , ,1, ,1,3,1,1,2,1,2,2,1,1,2,1,1,1,1,1,4,5,6,1,2,3,8,1,4,2,3,5,6,1,1, ,1,1,1, ,1, , , , ,2,2,1,1,2,1,1,2,3,3,4,2,5,1,6
QPVA30,0,103.7.196.2,100,386,1,04/10/2019,R_3M9A1dZIFYtsELu, , , , ,10.81419373,106.6437988,anonymous,VI,2,26,2,2,3,1,1,3,1,1,1, ,1,1,1, ,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1, , , , ,1, , ,1, , , ,1,1,1,1,1,4,4,4,4,1,2,3,4,5,6
QPVA31,0,103.7.196.2,100,385,1,04/10/2019,R_9Y7I23TIxCdZ6g1, , , , ,10.81419373,106.6437988,anonymous,EN,2,22,2,2,3,5,1,3,1,1,1,1,1,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,2,3,4,8,4,2,1,3,5,6,2, , , , ,1, , ,1, , , ,2,2,2,2,3,4,4,4,4,5,3,1,4,2,6
QPVA32,0,103.7.196.2,100,396,1,04/10/2019,R_2dzl4Bu81XFBsmm, , , , ,10.81419373,106.6437988,anonymous,EN,2,35,2,2,3,1,1,4,1,1,1,1, ,1,1, ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,3,1,4,8,5,4,3,2,1,6,2,1,1,1,1,1, , ,1, , , ,3,2,2,2,3,2,2,2,2,5,2,1,4,3,6
QPVA33,0,103.7.196.2,100,380,1,04/10/2019,R_yQJ1Sp8QCPLDx4d, , , , ,10.81419373,106.6437988,anonymous,EN,1,27,3,2,3,2,3,2,2,1,1, , ,1,1, ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,1,6,3,8,3,1,2,4,5,6,1,1,1,1,1,1, , ,1, , , ,1,1,1,1,1,1,1,1,1,5,1,2,4,3,6
QPVA34,0,103.7.196.2,100,431,1,04/10/2019,R_123z4hYEzz3XY9Y, , , , ,10.81419373,106.6437988,anonymous,EN,2,32,2,2,3,1,1,1,1,1,1, ,1,1,1, ,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,5,1,4,2,3,8,5,4,3,2,1,6,1,1,1,1,1,1, ,1, , , , ,2,2,1,2,3,1,2,2,2, , , , , , 
QPVA35,0,103.7.196.2,100,379,1,04/10/2019,R_AGSa1t01pSLKwmd, , , , ,10.81419373,106.6437988,anonymous,EN,2,31,2,2,3,1,1,3,1,1,1,1,1,1,1, ,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,5,1,8,2,4,3,5,1,6,2,1,1,1,1,1, ,1, , , , ,3,3,2,2,2,3,4,4,4,5,2,1,4,3,6
QPVA36,0,103.7.196.2,100,356,1,04/10/2019,R_1OrAGoCZtnuvx7A, , , , ,10.81419373,106.6437988,anonymous,EN,1,25,2,2,3,1,1,3,1,1,1, , , ,1, ,1,3,1,2,1,3,1,1,4,2,4,2,3,1,1,1,5,6,2,1,4,3,8,1,4,5,2,3,6,1, , , , ,1, ,1, , ,1, ,3,1,2,1,4,3,4,4,5,1,3,2,5,4,6
QPVA37,0,103.7.196.2,100,399,1,04/10/2019,R_2vj1o6QGn76mbPc, , , , ,10.81419373,106.6437988,anonymous,VI,2,27,2,2,3,1,1,4,1,1,1,1,1, ,1, ,1,1,4,1,2,2,2,2,2,3,2,1,1,1,1,1,1,4,5,2,6,3,8,1,3,2,4,5,6,1,1,1,1,1,1, ,1, ,1, , ,2,2,2,2,2,5,5,5,5,5,1,2,3,4,6
QPVA38,0,103.7.196.2,100,498,1,04/10/2019,R_1kUrl6OVFPN72VB, , , , ,10.81419373,106.6437988,anonymous,EN,2,21,2,1,2,1,1,3,1, ,1,1,1, , , ,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,4,1,2,5,3,6,1,1,1,1,1,1, , ,1, , , ,1,2,2,2,1,4,4,5,5,2,1,4,5,3,6
QPVA39,0,103.7.196.2,100,508,1,04/10/2019,R_1d4fEwGFvjQUp1E, , , , ,10.81419373,106.6437988,anonymous,EN-GB,2,27,2,2,3,1,1,4,1,1,1,1,1,1,1, ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,4,1,2,8,5,1,2,3,4,6,1,1,1,1,1,1, , ,1,1, , ,2,2,3,2,3,2,2,2,2,1,2,4,3,5,6
QPVA40,0,103.7.196.2,100,485,1,04/10/2019,R_3oI590Qa02oSY6d, , , , ,10.81419373,106.6437988,anonymous,VI,2,43,2,2,3,5,1,3,2,1,1,1,1,1,1, ,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1, , , , , , , , , , , , , ,1, , , , ,1, ,1, ,1,1, ,1,1,1,2,2,4,4,4,4, , , , , , 
QPVA41,0,103.7.196.2,100,474,1,04/10/2019,R_W6BFzlgdmIm9qi5, , , , ,10.81419373,106.6437988,anonymous,VI,2,33,2,2,3,1,1,4,1,1,1,1, ,1,1, ,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,2,4,3,8,3,2,1,5,4,6,3,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,1,1,1,1,1,2,4,5,3,6
QPVA42,0,103.7.196.2,100,492,1,04/10/2019,R_cPiIDB7lMbIaPsZ, , , , ,10.81419373,106.6437988,anonymous,EN,2,45,2,2,4,1,1,3,1,1,1,1,1,1,1, ,1,3,3,1,1,1,1,2,2,2,2,1,1,1,1,1,4,5,3,2,6,1,8,4,2,1,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,2,2,1,1,5,5,5,5,3,2,4,5,1,6
QPVA43,0,103.7.196.2,100,491,1,04/10/2019,R_YSL9FJxFHFzvm6Z, , , , ,10.81419373,106.6437988,anonymous,EN,1,33,3,2,3,1,1,2,2, ,1, , ,1,1, ,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,2,3,4,5,8,2,1,3,4,5,6,1, , ,1,1,1, ,1, , , , ,2,2,2,2,2,2,2,2,2,1,3,2,4,5,6
QPVA44,0,103.7.196.2,100,515,1,04/10/2019,R_1MQglPHUacLI5sG, , , , ,10.81419373,106.6437988,anonymous,EN,2,27,2,2,3,2,1,3,2,1,1, , , ,1, ,1,1,4,1,1,3,1,3,2,2,2,1,1,1,1,1,4,1,6,5,2,3,8,1,5,2,3,4,6,1,1,1,1,1,1, , ,1,1, , ,3,3,2,2,4,3,3,3,3,4,1,3,5,2,6
QPVA45,0,103.7.196.2,100,543,1,04/10/2019,R_0811EUdrS2a6FeF, , , , ,10.81419373,106.6437988,anonymous,EN,1,22,2,1,2,1,1,3,2,1, ,1, , ,1, ,1,3,1,2,2,1,2,3,1,1,3,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,1,2,2,1,5,5,5,5,3,2,5,4,1,6
QPVA46,0,103.7.196.2,100,451,1,04/10/2019,R_4PCT5bpHZOljcFb, , , , ,10.81419373,106.6437988,anonymous,VI,1,30,2,2,3,1,1,1,1,1, ,1,1, , , ,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,5,6,2,3,4,1,8,2,3,4,5,1,6,1, , , , , ,1,1, , , , ,1,1,1,1,1,5,5,5,5,1,4,3,5,2,6
QPVA47,0,103.7.196.2,100,497,1,04/10/2019,R_1eY8XSpxjH0QWD4, , , , ,10.81419373,106.6437988,anonymous,EN,2,23,2,2,2,1,1,2,2,1,1, , , ,1, ,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,1,5,6,4,3,1,2,8,1,4,5,2,3,6,1, , , , ,1, , ,1, , , ,2,2,1,2,2,4,5,4,5,5,2,1,4,3,6
QPVA48,0,103.7.196.2,100,573,1,04/10/2019,R_1Nk88zEYl2vqN8B, , , , ,10.81419373,106.6437988,anonymous,EN,1,30,2,2,3,2,2,2,1,1,1,1,1,1,1, ,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,5,4,1,3,6,2,8,4,2,1,5,3,6,1,1,1,1,1,1, , ,1, , , ,3,2,2,3,1,4,5,4,5,5,2,1,3,4,6
QPVA49,0,103.7.196.2,100,571,1,04/10/2019,R_1f8F9X0p1HUOUaH, , , , ,10.81419373,106.6437988,anonymous,EN,1,30,3,2,3,2,1,1,1,1,1, , ,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,5,6,8,5,2,1,3,4,6,1, , , , ,1, , ,1, , , ,1,1,1,1,1,5,5,5,5,4,3,2,5,1,6
QPVA50,0,103.7.196.2,100,549,1,04/10/2019,R_Wqb1QqYB0kpvJp7, , , , ,10.81419373,106.6437988,anonymous,EN,1,28,3,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,1,2,1,1,2,2,1,1,2,1,1,1,1,1,4,3,2,6,5,1,8, , , , , , ,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,3,3,3,4,5,2,1,5,4,3,6
QPVA51,0,103.7.196.2,100,608,1,04/10/2019,R_sHxexuCXf4uXPwd, , , , ,10.81419373,106.6437988,anonymous,VI,1,26,2,2,3,1,1,1,1,1,1, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,6,5,8,5,1,2,4,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,5,4,3,1,2,6
QPVA52,0,103.7.196.2,100,591,1,04/10/2019,R_2arkhJzKweARAO9, , , , ,10.81419373,106.6437988,anonymous,VI,1,32,3,4,4,1,1,2,1,1,1,1,1, ,1, ,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,3,1,4,2,6,5,8,4,2,1,3,5,6,1, , , , , ,1, , , , ,1,2,2,2,2,2,5,4,5,5,2,1,3,4,5,6
QPVA53,0,103.7.196.2,100,605,1,04/10/2019,R_ReJjGoe7i2Kz1EB, , , , ,10.81419373,106.6437988,anonymous,EN,1,27,2,2,3,2,1,3,1,1,1, ,1, ,1, ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,6,3,8,4,1,2,5,3,6,1,1, , ,1,1, , ,1, , , ,1,1,1,1,1,1,1,1,1,3,4,5,2,1,6
QPVA54,0,103.7.196.2,100,424,1,04/10/2019,R_1i21T9UTyYu5AM4, , , , ,10.81419373,106.6437988,anonymous,EN,2,36,2,2,4,1,1,3,1, ,1, , ,1,1, ,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,1,5,6,3,2,4,1,8,3,5,1,2,4,6,2,1,1,1,1,1, ,1, , , , ,2,2,1,1,2,4,4,4,4,4,3,2,5,1,6
QPVA55,0,103.7.196.2,100,619,1,04/10/2019,R_30vMrP8cxK7IhJK, , , , ,10.81419373,106.6437988,anonymous,VI,2,42,2,2,3,1,1,2,1,1,1,1, ,1,1, ,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,5,2,8,1,3,2,4,5,6,1,1,1,1,1,1, ,1, , , , ,2,2,2,2,2,5,5,5,5,5,4,2,3,1,6
QPVA56,0,103.7.196.2,100,621,1,04/10/2019,R_2yd570CrlzAlVBL, , , , ,10.81419373,106.6437988,anonymous,VI,2,41,2,2,4,1,1,4,1,1,1,1,1, ,1, ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,8,3,2,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,1,1,1,1,4,3,1,2,5,6
QPVA57,0,103.7.196.2,100,616,1,04/10/2019,R_2P4L8wWAvA2bWVP, , , , ,10.81419373,106.6437988,anonymous,VI,2,34,2,2,2,1,1,1,2,1,1,1,1,1,1, ,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,8,3,2,1,4,5,6,1,1,1,1,1,1, , ,1,1, ,1,2,2,2,2,2,3,3,3,3,5,3,2,4,1,6
QPVA58,0,103.7.196.2,100,623,1,04/10/2019,R_2CdnDy0pQanpvlZ, , , , ,10.81419373,106.6437988,anonymous,VI,2,34,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,5,2,1,4,3,6,1,1,1,1,1,1, ,1, , , ,1,1,1,1,1,1,5,5,5,5,3,2,4,5,1,6
QPVA59,0,103.7.196.2,100,712,1,04/10/2019,R_z8tRkIFJ8yHfHlD, , , , ,10.81419373,106.6437988,anonymous,VI,2,30,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,1,1,2,2,2,2,2,2,3,1,1,1,1,1,3,4,5,1,2,6,8,4,2,1,3,5,6,1,1,1,1,1,1, , ,1, , , ,3,2,2,2,2,2,2,3,2, , , , , , 
QPVA60,0,103.7.196.2,100,576,1,04/10/2019,R_tLhPUNev29N6da1, , , , ,10.81419373,106.6437988,anonymous,EN,2,23,2,2,3,1,1,4,1,1,1,1,1, ,1, ,1,3,4,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,5,1,6,2,8,4,2,1,5,3,6,2,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,5,4,3,2,1,6
QPVA61,0,103.7.196.2,100,590,1,04/10/2019,R_1DRUmfWhSOXUWm5, , , , ,10.81419373,106.6437988,anonymous,VI,2,33,2,2,3,2,1,3,2, , , ,1, , , ,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,6,3,8,3,4,5,1,2,6,1, , , , ,1, ,1, , , , ,2,2,1,2,1,5,5,5,5,4,2,3,5,1,6
QPVA62,0,103.7.196.2,100,503,1,04/10/2019,R_3nNT8dyUwK8xPRH, , , , ,10.81419373,106.6437988,anonymous,VI,2,30,2,2,3,1,1,4,1,1,1,1, , ,1, ,1,1,1,1,1,2,1,3,1,1,1,3,3,1,1,1,2,1,4,3,5,6,7,4,1,2,5,3,6,1, , , , ,1, , , ,1, , ,2,2,1,1,2,5,3,5,5,1,2,3,5,4,6
QPVA63,0,103.7.196.2,100,714,1,04/10/2019,R_2c5YnLrvVr38i06, , , , ,10.81419373,106.6437988,anonymous,EN,2,45,2,2,3,1,1,2,1,1,1,1, , ,1, ,1,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,5,6,4,1,2,3,8,3,2,1,5,4,6,1,1, ,1, ,1, , ,1, , , ,1,1,1,1,1,5,5,5,5,5,4,3,2,1,6
QPVA64,0,103.7.196.2,100,448,1,04/10/2019,R_BQwn2JWVQD1qJEt, , , , ,10.81419373,106.6437988,anonymous,EN-GB,2,32,2,2,2,5,1,3,2,1,1,1,1, ,1, ,2,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,5,6,4,3,2,1,8,5,1,2,4,3,6,2,1,1,1,1,1, , ,1, , , ,2,2,1,2,2,5,5,5,5,5,4,2,3,1,6
QPVA65,0,103.7.196.2,100,528,1,04/10/2019,R_Y4EXVLknX4cByz7, , , , ,10.81419373,106.6437988,anonymous,VI,1,35,2,2,3,2,1,3,2, , , , , ,1, ,2,2,3,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,6,5,4,3,8,5,1,2,4,3,6,2,1,1,1,1, , , ,1, , , ,2,2,1,2,1,3,2,1,1,5,3,4,1,2,6
QPVA66,0,103.7.196.2,100,729,1,04/10/2019,R_3Mht5DwWKAsWNHc, , , , ,10.81419373,106.6437988,anonymous,VI,2,34,2,2,3,1,1,3,1,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,6,5,1,8,1,4,5,2,3,6,1, , , , ,1, , , , ,1, ,1,1,1,1,1,5,5,5,5,5,4,1,2,3,6
QPVA67,0,103.7.196.2,100,675,1,04/10/2019,R_3hF1vLS1NeuQX8v, , , , ,10.81419373,106.6437988,anonymous,EN,2,42,2,2,3,1,1,3,1, ,1, , , , , ,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,5,2,6,3,4,1,8,4,3,1,5,2,6,1, ,1,1,1,1, , ,1,1, , ,1,1,1,1,1,1,5,2,2,5,3,4,1,2,6
QPVA68,0,103.7.196.2,100,780,1,04/10/2019,R_2SwNTm7H6CXRTPo, , , , ,10.81419373,106.6437988,anonymous,VI,1,22,2,1,2,2,1,3,1,1,1, ,1, , , ,1,2,1,1,3,3,2,3,2,1,2,1,1,1,1,1,5,4,6,2,3,1,8,5,1,2,4,3,6,2,1,1, , ,1,1, ,1, , , ,2,2,1,2,2,3,2,2,1,5,1,2,3,4,6
QPVA69,0,103.7.196.2,100,664,1,04/10/2019,R_2TZadNzEGA5KgHR, , , , ,10.81419373,106.6437988,anonymous,VI,1,43,2,4,4,1,1,2,1,1,1, ,1, , , ,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,3,4,6,8,5,1,2,4,3,6,1, , , , ,1, , , , , ,1,1,1,1,1,1,1,1,1,1,3,4,5,2,1,6
QPVA70,0,103.7.196.2,100,678,1,04/10/2019,R_294zkDvMnCfRdBr, , , , ,10.81419373,106.6437988,anonymous,EN,2,29,2,2,3,1,1,3,2,1,1,1,1,1,1, ,1,3,3,1,1,2,1,2,1,1,2,3,3,1,1,1,4,5,6,2,3,1,8,3,2,1,4,5,6,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,1,4,1,1,5,4,2,3,1,6
QPVA71,0,103.7.196.2,100,682,1,04/10/2019,R_262M8feyiI129wt, , , , ,10.81419373,106.6437988,anonymous,EN,1,31,2,2,3,2,1,4,2,1,1, , ,1, , ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,2,4,1,8,1,4,2,3,5,6,1,1, ,1, ,1, , ,1,1, , ,2,3,1,1,3,2,1,3,1,4,3,2,5,1,6
QPVA72,0,103.7.196.2,100,786,1,04/10/2019,R_ZkiuBbwGlD68WoF, , , , ,10.81419373,106.6437988,anonymous,VI,1,33,2,4,3,2,1,4,1,1,1,1,1, ,1, ,1,3,1,2,2,2,3,2,1,1,1,1,2,1,1,1,5,6,4,2,3,1,8,2,4,5,3,1,6,1,1, ,1,1,1, , ,1,1, , ,3,4,2,3,3,3,1,2,5,5,4,3,2,1,6
QPVA73,0,103.7.196.2,100,762,1,04/10/2019,R_3EoocZXBrpyw1b3, , , , ,10.81419373,106.6437988,anonymous,EN,1,33,2,2,2,2,1,2,1,1,1,1, ,1,1, ,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,3,4,2,5,6,8,4,2,1,5,3,6,2,1,1,1,1,1, , ,1,1, , ,2,2,2,2,3,3,3,4,4,5,1,3,4,2,6
QPVA74,0,103.7.196.2,100,819,1,04/10/2019,R_2Bb6Lg8jiEqIxOp, , , , ,10.81419373,106.6437988,anonymous,EN,2,33,3,2,3,1,1,3,1,1,1,1,1,1,1, ,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,5,3,4,1,6,2,8,4,1,2,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,5,3,1,4,2,6
QPVA75,0,103.7.196.2,100,611,1,04/10/2019,R_2tJ7MJPcXo9wigS, , , , ,10.81419373,106.6437988,anonymous,VI,1,31,2,2,3,1,1,2,1,1,1, , , ,1, ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,8,1,3,2,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,3,2,1,1,5,5,5,5,1,3,2,4,5,6
QPVA76,0,103.7.196.2,100,825,1,04/10/2019,R_1yRYXYPUgtyUJZD, , , , ,10.81419373,106.6437988,anonymous,VI,2,35,3,2,3,1,1,3,1,1,1,1, , , , ,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,6,1,4,2,8,5,1,2,4,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,1,3,2,4,5,6
QPVA77,0,103.7.196.2,100,837,1,04/10/2019,R_2WIOmvLN16x2GOZ, , , , ,10.81419373,106.6437988,anonymous,EN,1,26,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,5,6,2,3,1,8,2,3,1,4,5,6,1,1,1,1,1,1, ,1, , , , ,2,2,2,2,2,5,5,5,5,1,2,3,4,5,6
QPVA78,0,103.7.196.2,100,831,1,04/10/2019,R_3O83VfzjbQ9SeM5, , , , ,10.81419373,106.6437988,anonymous,EN,2,30,2,2,3,1,1,4,1,1,1,1,1,1,1, ,1,3,3,1,2,1,2,2,1,2,2,1,1,1,1,1,3,4,5,1,6,2,8,2,3,1,4,5,6,1,1,1,1,1,1, , ,1,1, , ,2,2,1,2,2,4,4,5,5,5,1,4,3,2,6
QPVA79,0,103.7.196.2,100,588,1,04/10/2019,R_1JD6HGII3iqorTc, , , , ,10.81419373,106.6437988,anonymous,VI,2,23,2,2,2,1,1,3,1,1,1, ,1, ,1, ,1,3,1,1,1,1,2, ,2,2,3,1,1,1,1,1,5,6,4,1,3,2,8,3,4,1,2,5,6,2,1,1,1, ,1, , ,1, , , ,2,1,2,1,1,2,4,1,1,5,4,3,2,1,6
QPVA80,0,103.7.196.2,100,714,1,04/10/2019,R_dfXSk5IYeEjojFT, , , , ,10.81419373,106.6437988,anonymous,VI,2,36,2,2,4,5,4,4,1,1,1, ,1, ,1, ,1,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,3,2,4,1,8,4,3,2,5,1,6,2, , , , ,1, , ,1, , , ,2,2,2,2,2,4,4,4,5,3,2,5,4,1,6
QPVA81,0,103.7.196.2,100,740,1,04/10/2019,R_1Cjw00hQ0Kv5B6i, , , , ,10.81419373,106.6437988,anonymous,VI,2,39,2,2,4,1,1,3,1,1,1, , , ,1, ,1,3,3,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,3,6,4,8,4,1,2,3,5,6,3,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,5,5,5,5,5,4,1,3,2,6
QPVA82,0,103.7.196.2,100,832,1,04/10/2019,R_1QayN2ss04dtOI0, , , , ,10.81419373,106.6437988,anonymous,VI,1,37,2,4,4,1,1,3,1,1,1, , ,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,5,3,2,4,1,6,1, , , , ,1, , , ,1, , ,2,1,1,2,2,1,1,1,1,3,4,2,5,1,6
QPVA83,0,103.7.196.2,100,807,1,04/10/2019,R_2c0N6Fqbmy8rUPl, , , , ,10.81419373,106.6437988,anonymous,EN,4,50,2,2,2,2,1,3,1,1,1,1, ,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,1,4,2,8,3,4,1,2,5,6,1, , , , ,1, ,1, , , , ,1,2,1,1,1,2,2,1,1,2,3,4,5,1,6
QPVA84,0,103.7.196.2,100,855,1,04/10/2019,R_ZI5VuSPctrCELYt, , , , ,10.81419373,106.6437988,anonymous,EN,1,31,2,2,3,1,3,2,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,5,3,8,5,1,2,3,4,6,1,1,1,1,1,1, , , , ,1, ,1,1,1,1,1,5,1,5,5,5,4,3,2,1,6
QPVA85,0,103.7.196.2,100,860,1,04/10/2019,R_1lmoErKVlxxfOI6, , , , ,10.81419373,106.6437988,anonymous,EN,1,37,3,2,4,2,1,3,1,1,1,1,1,1,1, ,1,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,5,6,2,4,8,3,2,1,5,4,6,1,1,1,1,1,1, ,1, ,1, , ,3,3,2,3,3,1,1,1,1,1,2,4,5,3,6
QPVA86,0,103.7.196.2,100,919,1,04/10/2019,R_AdN155L1Xc7vdkt, , , , ,10.81419373,106.6437988,anonymous,EN,2,37,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,8,3,1,2,4,5,6,2,1, ,1,1,1,1, ,1,1, , ,1,1,1,1,1,5,4,5,5,5,3,2,4,1,6
